specific,species,species_ref,genus_ori,subgenus,species_syn,species_syn_ref,subspecies_syn,subspecies_syn_ref,subspecies,subspecies_ref
emarginatus dissimilis,emarginatus,,,,,,emarginatus dissimilis,"Carriker, 1944a:127 ",,
emarginatus excavatus,emarginatus,,,,,,emarginatus excavatus,"Carriker, 1944a:126 ",,
emarginatus lataclypeus,emarginatus,,,,,,emarginatus lataclypeus,"Carriker, 1944a:124 ",,
felisae,felisae,"Carriker, 1955a:15",,,,,,,,
quadrithorax,emarginatus,,,,quadrithorax,"Carriker, 1955a:13",,,,
simplex,simplex,"Carriker, 1963d:476",,,,,,,,
sordidus,sordidus,"Carriker, 1936:99",,,,,,,,
tataupensis,tataupensis,"Carriker, 1955a:17",,,,,,,,
tessellatus,tessellatus,"Carriker, 1955a:16",,,,,,,,
alterus,alterus,"Clay, 1937:149",,,,,,,,
arcaeceps,arcaeceps,"Clay, 1937:152",Heterogoniodes,,,,,,,
asymmetricus,asymmetricus,"Carriker, 1936:142",,,,,,,,
asymmetricus inexpectatus,fuscus,,,,,,asymmetricus inexpectatus,"Carriker, 1961a:209 ",,
clypeiceps,clypeiceps,"Giebel, 1874:190",Goniocotes,,,,,,,
fuscus,fuscus,"Clay, 1937:147",,,,,,,,
heptarthrog..iformis,heptarthrog..iformis,"Eichler, 1953c:254",,,,,,,,
heterurus,heterurus,"Carriker, 1936:146",Heterogoniodes,,,,,,,
multiplex,multiplex,"Clay, 1937:150",,,,,,,,
multiplex idoneus,multiplex,,,,,,multiplex idoneus,"Carriker, 1944a:188 ",,
parvigenitalis,parvigenitalis,"Carriker, 1936:143",,,,,,,,
petersi,petersi,"Carriker, 1936:122",Heptapsogaster,,,,,,,
platycephalus,platycephalus,"Carriker, 1936:120",Heptapsogaster,,,,,,,
platycephalus asymmetricus,heptarthrog..iformis,,Heptapsogaster,,,,platycephalus asymmetricus,"Carriker, 1944a:164",,
platycephalus inaequabilis,heptarthrog..iformis,,,,,,platycephalus inaequabilis,"Carriker, 1961a:210 ",,
platycephalus soui,platycephalus,,,,,,platycephalus soui,"Carriker, 1936:122 ",,
ruficipitis,ruficipitis,"Clay, 1937:151",,,,,,,,
secundus,secundus,"Clay, 1937:150",,,,,,,,
nakatae,nakatae,"Emerson & Price, 1972a:78",,,,,,,,
parkeri,parkeri,"Price & Emerson, 1984b:161",,,,,,,,
talegallae,talegallae,"Mey, 1999:125",,,,,,,,
chocayoensis,schubarti,,Struthiolipeurus,,chocayoensis,"Hopkins & Clay, 1952:206",,,,
lata,lata,"Piaget, 1880:330",Lipeurus,,,,,,,
schubarti,schubarti,"Eichler, 1941b:373",,,,,,,,
bifrons,meropis,,Docophorus,,bifrons,"Hopkins & Clay, 1952:225",,,,
caprai,caprai,"Conci, 1941a:102",,,,,,,,
debeauxi,debeauxi,"Conci, 1941a:102",,,,,,,,
eichleri,eichleri,"Tendeiro, 1989d:101",,,,,,,,
emersoni,emersoni,"Tendeiro, 1961c:298",,,,,,,,
meropis,meropis,"Denny, 1842:46",Docophorus,,,,,,,
mossambicensis,mossambicensis,"Tendeiro, 1989d:100",,,,,,,,
smithi,smithi,"Emerson & Elbel, 1956:118",,,,,,,,
balati,balati,"Tendeiro, 1962a:352",,,,,,,,
deignani,deignani,"Emerson & Elbel, 1957c:420",,,,,,,,
dubius,balati,,,,dubius,,,,,
hypoleucus,hypoleucus,"Denny, 1842:53",Nirmus,,,,,,,
macrocephalus,macrocephalus,"Kellogg, 1896b:504",Lipeurus,,,,,,,
minutus,minutus,"Emerson & Elbel, 1957c:422",,,,,,,,
nacunda,nacunda,"Carriker, 1945b:173",,,,,,,,
nacunda peruvianus,nacunda,,,,,,nacunda peruvianus,"Carriker, 1945b:174 ",,
orientalis,orientalis,"Tendeiro, 1962a:370",,,,,,,,
pectoralis,pectoralis,"Tendeiro, 1962a:366",,,,,,,,
scotornis,scotornis,"Tendeiro, 1962a:358",,,,,,,,
tenuiceps,tenuiceps,"Carriker, 1945b:177",,,,,,,,
tyrannus,macrocephalus,,Nirmus,,tyrannus,"Hopkins & Clay, 1952:248",,,,
vexillarius,vexillarius,"Tendeiro, 1962a:348",,,,,,,,
wolffi,wolffi,"Tendeiro, 1961b:129",,,,,,,,
madagascarinus,madagascarinus,"Mey, 1993b:154",,,,,,,,
mesitinus,mesitinus,"Mey, 1993b:156",,,,,,,,
clypeatus,clypeatus,"Giebel, 1874:236",Lipeurus,Guenterion,,,,,,
damma,damma,"Timmer., 1961d:185 ",,Guenterion,,,,,,
fuliginosus,fuliginosus,"Taschenberg, 1882:156",Lipeurus,Naubates,,,,,,
fuliginosus major,harrisoni,,Lipeurus,,,,fuliginosus major,"Kellogg & Chapman, 1899:101",,
harrisoni,harrisoni,"Bedford, 1930:168 ",,Naubates,,,,,,
heteroproctus,heteroproctus,"Harrison, 1937:30 ",,Guenterion,,,,,,
lessonii,lessonii,"Palma & Pilgrim, 2002:50 ",,Guenterion,,,,,,
prioni,prioni,"Enderlein, 1909b:454",Lipeurus,Guenterion,,,,,,
pterodromi,pterodromi,"Bedford, 1930:170 ",,Guenterion,,,,,,
testaceus,fuliginosus,,Lipeurus,,testaceus,"Harrison, 1916:142",,,,
thieli,thieli,"Timmer., 1965:121 ",,Naubates,,,,,,
ultimae,ultimae,"Palma & Pilgrim, 2002:54 ",,Guenterion,,,,,,
abdimius,abdimius,"Bedford, 1929:524",,,,,,,,
completus,completus,"Nitzsch [In Giebel], 1866:361",Docophorus,,,,,,,
episcopi,episcopi,"Kellogg, 1910a:44",Docophorus,,,,,,,
heteropygus,heteropygus,"Nitzsch [In Giebel], 1874:99",Docophorus,,,,,,,
horridus,horridus,"Giebel, 1876a:249",Docophorus,,,,,,,
incompletus,incompletus,"Denny, 1842:47",Docophorus,,,,,,,
indicus,indicus,"Piaget, 1880:98",Docophorus,,,,,,,
jabiraui,jabiraui,"Carriker {& Diaz-Ungria}, 1961:52",,,,,,,,
koenigi,platyclypeatus,,Abumarkub,,koenigi,"Ledger, 1980:118",,,,
orfilai,subincompletus,,,,orfilai,"Hopkins & Clay, 1952:236",,,,
phillipsi,phillipsi,"Hajela, 1970:22",,,,,,,,
platyclypeatus,platyclypeatus,"Piaget, 1871:132",Docophorus,,,,,,,
sarae,sarae,"Tendeiro, 1958d:165",,,,,,,,
subincompletus,subincompletus,"Nitzsch [In Giebel], 1866:361",Docophorus,,,,,,,
travassosi,heteropygus,,,,travassosi,"Hopkins & Clay, 1952:237",,,,
tricolor,tricolor,"Burm., 1838:424",Docophorus,,,,,,,
unifasciatus,unifasciatus,"Piaget, 1885:13",Docophorus,,,,,,,
abnormis,abnormis,"Guimarães, 1974b:172",,,,,,,,
africanus,africanus,"Guimarães, 1974b:178",,,,,,,,
albidus,albidus,"Piaget, 1880:300",Lipeurus,,,,,,,
albus,albus,"Le Souëf & Bullen, 1902a:157",Lipeurus,,,,,,,
andrettae,andrettae,"Guimarães, 1974b:147",,,,,,,,
anodis,anodis,"Neumann, 1891:86",Lipeurus,,,,,,,
borgiolii,borgiolii,"Conci, 1942b:38",,,,,,,,
capreolus,capreolus,"Gervais, 1844:353",Philopterus,,,,,,,
chandabani,chandabani,"Ansari, 1947:273",Psittaconirmus,,,,,,,
circumfasciatus,circumfasciatus,"Piaget, 1880:301",Lipeurus,,,,,,,
circumfasciatus,interruptofasciatus,,Lipeurus,,circumfasciatus,"Hopkins & Clay, 1952:237",,,,
clayae,clayae,"Guimarães, 1974b:143",,,,,,,,
difficilis,difficilis,"Guimarães, 1974b:141",,,,,,,,
elbeli,elbeli,"Guimarães, 1974b:159",,,,,,,,
emersoni,emersoni,"Guimarães, 1974b:161",,,,,,,,
eos,eos,"Giebel, 1874:181",Nirmus,,,,,,,
femoratus,femoratus,"Piaget, 1880:675",Lipeurus,,,,,,,
gracilis,gracilis,"Guimarães, 1974b:165",,,,,,,,
hoogstraali,hoogstraali,"Guimarães, 1974b:148",,,,,,,,
inexpectatus,inexpectatus,"Guimarães, 1974b:169",,,,,,,,
interruptofasciatus,interruptofasciatus,"Piaget, 1880:302",Lipeurus,,,,,,,
jobiensis,jobiensis,"Guimarães, 1974b:154",,,,,,,,
kea,kea,"Kellogg, 1907:122",Lipeurus,,,,,,,
lybartota,lybartota,"Ansari, 1947:275",Psittaconirmus,,,,,,,
meinertzhageni,meinertzhageni,"Guimarães, 1974b:157",,,,,,,,
palaeornis,palaeornis,"Eichler, 1943b:114",Pflegeriella,,,,,,,
pallipes,pallipes,"Piaget, 1885:56",Lipeurus,,,,,,,
piageti,piageti,"Eichler, 1943b:115",Pflegeriella,,,,,,,
shanahani,shanahani,"Price & Emerson, 1978:35",,,,,,,,
strepsiceros,strepsiceros,"Nitzsch, 1866:118",Lipeurus,,,,,,,
taschenbergi,interruptofasciatus,,Pflegeriella,,taschenbergi,"Hopkins & Clay, 1952:238",,,,
tenuis,eos,,Nirmus,,tenuis,"Hopkins & Clay, 1952:238",,,,
trinoton,trinoton,"Piaget, 1890a:227",Nirmus,,,,,,,
wardi,wardi,"Guimarães, 1974b:151",,,,,,,,
demersus,demersus,"Kellogg, 1903:90",,,,,,,,
bracteatus,unidentifiable,,,,bracteatus,"Nitzsch [In Giebel], 1866:369 ",,,,
divergens,unidentifiable,,,,divergens,"Hopkins & Clay, 1952:242",,,,
hebes,unidentifiable,,,,hebes,"Hopkins & Clay, 1952:244",,,,
kunzei,unidentifiable,,,,kunzei,"Hopkins & Clay, 1952:244",,,,
nigricans,unidentifiable,,,,nigricans,"Hopkins & Clay, 1952:245",,,,
unicolor,unidentifiable,,,,unicolor,"Nitzsch [In Giebel], 1866:371 ",,,,
centralis,centralis,"Carriker, 1955a:19",,,,,,,,
distinctus,distinctus,"Carriker, 1955a:21",,,,,,,,
genitalis,genitalis,"Carriker, 1955a:20",,,,,,,,
parvithorax,parvithorax,"Carriker, 1936:104",,,,,,,,
subsimilis,subsimilis,"Carriker, 1936:105",,,,,,,,
longirostris,longirostris,"Cicchino, 1989:447",,,,,,,,
alienus,alienus,"Giebel, 1874:191",Goniocotes,,,,,,,
alienus carrikeri,alienus,,,,,,alienus carrikeri,"Guimarães, 1948:169 ",,
alienus major,olfersi,,,,,,alienus major,"Carriker, 1963d:471 ",,
alienus mexicanus,robustus,,,,,,alienus mexicanus,"Carriker, 1944a:215 ",,
boliviensis,boliviensis,"Carriker, 1944a:215",,,,,,,,
felisae,felisae,"Carriker, 1962:445",,,,,,,,
olfersi,olfersi,"Guimarães, 1942b:159",,,,,,,,
robustus,robustus,"Carriker, 1903:151",,,,,,,,
robustus taoi,alienus,,,,,,robustus taoi,"Carriker, 1936:171 ",,
solitarius,alienus,,,,solitarius,"Ward, 1957:342",,,,
atromarginatus,goniopleurus,,,,atromarginatus,"Hopkins & Clay, 1952:252",,,,
bucephalus,bucephalus,"Giebel, 1874:239",Lipeurus,,,,,,,
bucephalus tribulis,bucephalus,,,,,,bucephalus tribulis,"Timmer., 1962b:136 ",,
cygni,cygni,"L., 1758:612",Pediculus,,,,,,,
cygni modicellus,cygni,,,,,,cygni modicellus,"Timmer., 1962b:139 ",,
cygnorum,cygni,,,,cygnorum,"Hopkins & Clay, 1952:253",,,,
fuscus,fuscus,"Le Souëf, 1902b:91",,,,,,,,
goniopleurus,goniopleurus,"Denny, 1842:60",,,,,,,,
hexophthalmus,hexophthalmus,"Nitzsch [In Giebel], 1861a:528",Lipeurus,,,,,,,
klinkowstroemi,hexophthalmus,,,,klinkowstroemi,"Hopkins & Clay, 1952:253",,,,
mathisi,mathisi,"Neumann, 1912a:382",Metopeuron,,,,,,,
matthewsi,mathisi,,,,matthewsi,,,,,
punctatum,cygni,,Metopeuron,,punctatum,"Hopkins & Clay, 1952:253",,,,
waterstoni,waterstoni,"Timmer., 1962b:139",,,,,,,,
waterstoni reconditus,waterstoni,,,,,,waterstoni reconditus,"Timmer., 1962b:141 ",,
curta,curta,"Burm., 1838:432",Goniocotes,,,,,,,
femoralis,macropoda,,Hoazinia,,femoralis,"Hopkins & Clay, 1952:254",,,,
macropoda,macropoda,"Guimarães, 1940b:287",Opisthocomiella,,,,,,,
antilogus,antilogus,"Nitzsch [In Giebel], 1866:383",Lipeurus,,,,,,,
bedfordi,bedfordi,"Hopkins, 1943a:7",Otilipeurus,,,,,,,
carpi,carpi,"Büttiker, 1967a:92",,,,,,,,
dimorphus,dimorphus,"Bedford, 1931a:285",,,,,,,,
dissimilis,dissimilis,"Piaget, 1880:359",Lipeurus,,,,,,,
elliotti,elliotti,"Hopkins, 1941b:40",Otilipeurus,,,,,,,
houbarae,houbarae,"Barthélemy, 1836:689",Ricinus,,,,,,,
kori,kori,"Bedford, 1931a:289",Otilipeurus,,,,,,,
neotidis,neotidis,"Hopkins, 1940:427",,,,,,,,
turmalis,turmalis,"Denny, 1842:48",Nirmus,,,,,,,
abdominalis,abdominalis,"Carriker, 1956b:129",,,,,,,,
aepypodius,aepypodius,"Clay, 1938b:162",,,,,,,,
agriocharis,agriocharis,"Clay, 1938b:183",,,,,,,,
angularis,dentatus,,Lipeurus,,angularis,"Hopkins & Clay, 1952:256",,,,
angustifrons,angustifrons,"Carriker, 1944b:584",,,,,,,,
annamensis,annamensis,"Emerson & Elbel, 1957a:238",,,,,,,,
appendiculatus,appendiculatus,"Piaget, 1880:356",Lipeurus,,,,,,,
appendiculatus major,appendiculatus,,Lipeurus,,,,appendiculatus major,"Piaget, 1880:357",,
araucuanus,araucuanus,"Carriker, 1967e:52",,,,,,,,
baileyi,baileyi,"Clay, 1938b:172",,,,,,,,
bridgesi,bridgesi,"Carriker, 1944b:569",,,,,,,,
burmeisteri,burmeisteri,"Taschenberg, 1882:170",Lipeurus,,,,,,,
callipeplus,callipeplus,"Carriker, 1945a:106",Epicolinus,,,,,,,
callipeplus yucatanensis,callipeplus,,Epicolinus,,,,callipeplus yucatanensis,"Carriker, 1945a:107",,
caquetae,caquetae,"Carriker, 1967e:54",,,,,,,,
castaneus,burmeisteri,,Lipeurus,,castaneus,"Hopkins & Clay, 1952:256",,,,
ceratornis,ceratornis,"Eichler, 1958:63",,,,,,,,
chiniri,chiniri,"Carriker, 1944b:577",,,,,,,,
chiniri variegatus,chiniri,,,,,,chiniri variegatus,"Carriker, 1944b:579 ",,
chiniri vetulae,chiniri,,,,,,chiniri vetulae,"Carriker, 1944b:579 ",,
clavatus,clavatus,"McGregor, 1917c:115",Lipeurus,,,,,,,
colchicus,colchicus,"Clay, 1938b:177",,,,,,,,
concolor,concolor,"Rudow, 1869b:33",Lipeurus,,,,,,,
connectens,connectens,"Clay, 1938b:166",,,,,,,,
corpulentus,corpulentus,"Clay, 1938b:183",,,,,,,,
costaricensis,costaricensis,"Carriker, 1944b:576",,,,,,,,
craxae,craxae,"Carriker, 1944b:563",,,,,,,,
craxae annulatus,craxae,,,,,,craxae annulatus,"Carriker, 1944b:565 ",,
crossoptilon,crossoptilon,"Clay, 1938b:173",,,,,,,,
cubanus,clavatus,,Epicolinus,,cubanus,"Emerson, 1972a:103",,,,
dentatus,dentatus,"Sugimoto, 1934b:2",Lipeurus,,,,,,,
denticlypeus,dentatus,,Lipeurus,,denticlypeus,"Hopkins & Clay, 1952:257",,,,
ellipticus,ellipticus,"Kéler, 1958b:322",Epicolinus,,,,,,,
forcipatus,forcipatus,"Piaget, 1885:72",Lipeurus,,,,,,,
formosanus,formosanus,"Uchida, 1917a:179",Lipeurus,,,,,,,
gallipavonis,polytrapezius,,Lipeurus,,gallipavonis,"Clay & Hopkins, 1950:270",,,,
garrulae,garrulae,"Carriker, 1944b:582",,,,,,,,
globicerus,globicerus,"Carriker, 1944b:566",,,,,,,,
guajirensis,guajirensis,"Carriker, 1945a:110",Epicolinus,,,,,,,
guttatus,guttatus,"Carriker, 1945a:102",Eiconolipeurus,,,,,,,
gutterae,gutterae,"Tendeiro, 1965b:90",,,,,,,,
hamatus,hamatus,"Carriker, 1945a:97",Eiconolipeurus,,,,,,,
heiji,heiji,"Mey, 1999:134",,,,,,,,
hierophasis,hierophasis,"Clay, 1938b:175",,,,,,,,
himalayensis,himalayensis,"Rudow, 1869b:33",Lipeurus,,,,,,,
hoogstraali,hoogstraali,"Emerson & Ward, 1958b:57",,,,,,,,
huilensis,huilensis,"Carriker, 1967e:54",,,,,,,,
importunuus,importunuus,"Carriker, 1945a:92",Eiconolipeurus,,,,,,,
inaequalis,inaequalis,"Piaget, 1880:355",Lipeurus,,,,,,,
inexpectatus,inexpectatus,"Carriker, 1967e:51",Eiconolipeurus,,,,,,,
intermedius major,uchidai,,Lipeurus,,,,intermedius major,"Uchida, 1917a:182",,
ischnocephalus,ischnocephalus,"Taschenberg, 1882:173",Lipeurus,,,,,,,
ithaginis,ithaginis,"Clay, 1938b:173",,,,,,,,
laticapitis,laticapitis,"Carriker, 1967e:50",Eiconolipeurus,,,,,,,
longiantennatus,longiantennatus,"Mey, 1990b:113",Malaulipeurus,,,,,,,
longiceps,unicolor,,Lipeurus,,longiceps,"Hopkins & Clay, 1952:258",,,,
longus,longus,"Piaget, 1880:370",Lipeurus,,,,,,,
megalops,megalops,"Piaget, 1880:675",Lipeurus,,,,,,,
megapodiphilus,inaequalis,,,,megapodiphilus,,,,,
melanotis,melanotis,"Carriker, 1945a:98",Eiconolipeurus,,,,,,,
mesopelios,mesopelios,"Nitzsch [In Giebel], 1866:379",Lipeurus,,,,,,,
minor,minor,"Z{l-}otorzycka, 1966:113",Reticulipeurus,,,,,,,
montezumae,montezumae,"Emerson, 1949a:75",,,,,,,,
nitzschi,nitzschi,"Kéler, 1958b:333",Reticulipeurus,,,,,,,
ocellatus,ocellatus,"Clay, 1938b:185",,,,,,,,
ochraceus,tetraonis,,Lipeurus,,ochraceus,"Nitzsch [In Giebel], 1867b:429) ",,,,
ovaticephalus,ovaticephalus,"Carriker, 1945a:109",Epicolinus,,,,,,,
oxycephalus,appendiculatus,,Lipeurus,,oxycephalus,"Hopkins & Clay, 1952:259",,,,
pannonicus,colchicus,,Lipeurus,,pannonicus,"Emerson, 1972a:104",,,,
paraguayensis,paraguayensis,"Carriker, 1967e:53",,,,,,,,
parvirostris,parvirostris,"Eichler & Vasjukova, 1981b:234",,,,,,,,
pauxus,pauxus,"Carriker, 1944b:567",,,,,,,,
penelope,penelope,"Clay, 1938b:185",,,,,,,,
perijanus,perijanus,"Carriker, 1945a:99",Eiconolipeurus,,,,,,,
piageti,piagetinus,,,,piageti,"Hopkins & Clay, 1952:259",,,,
piageti,unicolor,,Lipeurus,,piageti,"Hopkins & Clay, 1952:259",,,,
piagetinus,piagetinus,"Hopkins, 1950:233",,,,,,,,
polytrapezius,polytrapezius,"Burm., 1838:434",Lipeurus,,,,,,,
postemarginatus,postemarginatus,"Carriker, 1903:147",Lipeurus,,,,,,,
pucrasia,pucrasia,"Clay, 1938b:174",,,,,,,,
quadrinus,concolor,,Lipeurus,,quadrinus,"Nitzsch [In Giebel], 1874:222) ",,,,
quadripapulus,quadripapulus,"Carriker, 1944b:569",,,,,,,,
quinimammulus,quinimammulus,"Carriker, 1944b:570",,,,,,,,
reevesi,reevesi,"Clay, 1938b:176",,,,,,,,
repandus,volsellus,,Eiconolipeurus,,repandus,"Carriker, 1967f:79",,,,
rhizothera,rhizothera,"Clay, 1938b:178",,,,,,,,
rhynchoti,rhynchoti,"Carriker, 1936:63",Lipeurus,,,,,,,
robustus,robustus,"Rudow, 1869b:32",Lipeurus,,,,,,,
rubrifasciatus,unicolor,,Lipeurus,,rubrifasciatus,"Hopkins & Clay, 1952:260",,,,
ruficaudatus,ruficaudatus,"Carriker, 1967e:53",,,,,,,,
sanctaemartae,sanctaemartae,"Carriker, 1945a:99",Eiconolipeurus,,,,,,,
sinemammulus,sinemammulus,"Carriker, 1944b:571",,,,,,,,
sinuosus,sinuosus,"Carriker, 1945a:102",Eiconolipeurus,,,,,,,
soemmerringii,soemmerringii,"Clay, 1938b:176",,,,,,,,
songprakobi,songprakobi,"Elbel & Price, 1970:241",,,,,,,,
spangleri,spangleri,"Price & Emerson, 1986d:311",,,,,,,,
tenuicapitis,tenuicapitis,"Carriker, 1944b:581",,,,,,,,
tenuis,tenuis,"Mey, 1982d:243",Talegallipeurus,,,,,,,
tetraonis,tetraonis,"Grube, 1851:485",Lipeurus,,,,,,,
tetraophasis,tetraophasis,"Clay, 1938b:186",,,,,,,,
tropicoperdix,tropicoperdix,"Clay, 1938b:164",,,,,,,,
uchidai,uchidai,"Clay, 1938b:176",,,,,,,,
unicolor,unicolor,"Piaget, 1880:354",Lipeurus,,,,,,,
venezuelanus,venezuelanus,"Carriker, 1945a:101",Eiconolipeurus,,,,,,,
vicentei,vicentei,"Kéler, 1952c:59",,,,,,,,
volsellus,volsellus,"Ewing, 1930c:119",Lipeurus,,,,,,,
neumannia,orthopleurus,,Goniodes,,neumannia,"Hopkins & Clay, 1952:261",,,,
orthopleurus,orthopleurus,"Nitzsch [In Giebel], 1874:217",Lipeurus,,,,,,,
confidens,confidens,"Kellogg, 1899:26",Lipeurus,,,,,,,
diomedeae,diomedeae,"Fabricius [J.C.], 1775:808",Pediculus,,,,,,,
diomedeae enderleini,diomedeae,,Perineus,,,,diomedeae enderleini,"Eichler, 1949c:342",,
ferreirae,diomedeae,,Esthiopterum,,ferreirae,"Hopkins & Clay, 1952:277",,,,
gaini,obscura,,Lipeurus,,gaini,"Hopkins & Clay, 1952:277",,,,
giganticola,giganticola,"Kellogg, 1896a:105",Nirmus,,,,,,,
hyalina,hyalina,"Neumann, 1911:21",Lipeurus,,,,,,,
lepturus,diomedeae,,Lipeurus,,lepturus,"Hopkins & Clay, 1952:277",,,,
macropleuralis,confidens,,Perineus,,macropleuralis,"Emerson, 1972a:105",,,,
melanocnemis,obscura,,Lipeurus,,melanocnemis,"Hopkins & Clay, 1952:277",,,,
meridionalis,diomedeae,,Lipeurus,,meridionalis,"Hopkins & Clay, 1952:277",,,,
micronodalis,obscura,,Perineus,,micronodalis,"Ledger, 1980:112",,,,
miriceps,miriceps,"Kellogg & Kuwana, 1902:480",Lipeurus,,,,,,,
nigropunctatus,hyalina,,Lipeurus,,nigropunctatus,"Hopkins & Clay, 1952:278",,,,
obscura,obscura,"Rudow, 1869b:30",Lipeurus,,,,,,,
tricolor,diomedeae,,Lipeurus,,tricolor,"Hopkins & Clay, 1952:278",,,,
abnormis,abnormis,"Kellogg, 1906a:46",Goniocotes,,,,,,,
acutifrons,acutifrons,"Carriker, 1947b:99",,,,,,,,
anomalus,anomalus,"Guimarães, 1947a:298",,,,,,,,
aratingae,aratingae,"Guimarães, 1947a:289",,,,,,,,
canipalliatus,grandis,,,,canipalliatus,,,,,
cornutus,rotundus,,,,cornutus,"Hopkins & Clay, 1952:262",,,,
costalimai,costalimai,"Guimarães, 1947a:257",,,,,,,,
cummingsi,semicingulatus,,,,cummingsi,"Guimarães, 1975:258",,,,
fasciatus,fasciatus,"Piaget, 1880:236",Goniocotes,,,,,,,
fulvofasciatus,fulvofasciatus,"Picaglia, 1885:85",Lipeurus,,,,,,,
grandis,grandis,"Guimarães, 1947a:272",,,,,,,,
gripocephalus,gripocephalus,"Cummings, 1916c:101",,,,,,,,
guajirensis,guajirensis,"Carriker, 1950a:8",,,,,,,,
heterogenitalis,heterogenitalis,"Carriker, 1947b:94",,,,,,,,
heterogenitalis similis,semicingulatus,,,,,,heterogenitalis similis,"Carriker, 1947b:95 ",,
intermedius,intermedius,"Guimarães, 1947a:265",,,,,,,,
ligulatus,ligulatus,"Neumann, 1890:60",Nirmus,,,,,,,
limai,limai,"Guimarães, 1947a:261",,,,,,,,
longulufrons,longulufrons,"Carriker, 1947b:100",,,,,,,,
longulufrons gracilis,longulufrons,,,,,,longulufrons gracilis,"Carriker, 1947b:103 ",,
longulufrons intermedius,longulufrons,,,,,,longulufrons intermedius,"Carriker, 1947b:105 ",,
longulufrons subsimilis,longulufrons,,,,,,longulufrons subsimilis,"Carriker, 1947b:102 ",,
mercenarius,mercenarius,"Carriker, 1947b:92",,,,,,,,
meridionalis,meridionalis,"Guimarães, 1975:262",,,,,,,,
mexicanus,mexicanus,"Carriker, 1947b:97",,,,,,,,
microgaster,microgaster,"Carriker, 1947b:97",,,,,,,,
militaris,militaris,"Carriker, 1950a:5",,,,,,,,
mirabilis,mirabilis,"Carriker, 1940:295",Dimorphia,,,,,,,
molinae,molinae,"Carriker, 1950a:9",,,,,,,,
nanus,nanus,"Guimarães, 1947a:255",,,,,,,,
neivai,neivai,"Guimarães, 1940a:370",,,,,,,,
neivai illustris,neivai,,,,,,neivai illustris,"Carriker, 1950a:10 ",,
nevadensis,nevadensis,"Carriker, 1950a:6",,,,,,,,
nirmoides,nirmoides,"Guimarães, 1947a:300",,,,,,,,
pyrrhurae,pyrrhurae,"Guimarães, 1947a:284",,,,,,,,
quadritergum,grandis,,,,quadritergum,,,,,
quadritergum latacephalum,grandis,,,,,,quadritergum latacephalum,"Carriker, 1950a:18 ",,
quadritergum mercenarius,grandis,,,,,,quadritergum mercenarius,"Carriker, 1950a:20 ",,
quadritergum parvifrons,grandis,,,,,,quadritergum parvifrons,"Carriker, 1950a:19 ",,
quadritergum tibialis,grandis,,,,,,quadritergum tibialis,"Carriker, 1950a:17 ",,
rauli,fasciatus,,,,rauli,"Guimarães, 1975:259",,,,
rotundus,rotundus,"Guimarães, 1947a:250",,,,,,,,
scutula,scutula,"Carriker, 1947b:106",,,,,,,,
semicingulatus,semicingulatus,"Piaget, 1890a:231",Nirmus,,,,,,,
sordidus,longulufrons,,,,sordidus,,,,,
tenuigaster,tenuigaster,"Carriker, 1947b:96",,,,,,,,
tritergum,semicingulatus,,,,tritergum,"Guimarães, 1975:258",,,,
tritergum bolivianus,semicingulatus,,,,,,tritergum bolivianus,"Carriker, 1950a:13 ",,
tritergum tucumanae,semicingulatus,,,,,,tritergum tucumanae,"Carriker, 1950a:15 ",,
venezolanus,venezolanus,"Stafford, 1943:55",,,,,,,,
venezolanus thectocercus,venezolanus,,,,,,venezolanus thectocercus,"Carriker, 1950a:4 ",,
cephalotes,cephalotes,"Nitzsch [In Giebel], 1866:369",Nirmus,,,,,,,
javanicus,javanicus,"Rudow, 1869b:12",Docophorus,,,,,,,
major,major,"Piaget, 1885:149",Oncophorus,,,,,,,
emersoni,emersoni,"Carriker, 1967e:47",,,,,,,,
hopkinsi,hopkinsi,"Carriker, 1944c:81",,,,,,,,
angusta,angusta,"Carriker, 1936:165",,,,,,,,
cinnamomea,cinnamomea,"Carriker, 1944a:204",,,,,,,,
meserythra,meserythra,"Carriker, 1944a:204",,,,,,,,
noctivagi,noctivagi,"Guimarães, 1950a:255",,,,,,,,
parva,parva,"Carriker, 1936:164",,,,,,,,
punensis,punensis,"Carriker, 1944a:204",,,,,,,,
salvini,salvini,"Guimarães, 1950a:252",,,,,,,,
subparva,subparva,"Guimarães & Hopkins, 1949:72",,,,,,,,
verrucosa,verrucosa,"Taschenberg, 1882:94",Goniocotes,,,,,,,
verrucosa boucardi,angusta,,,,,,verrucosa boucardi,"Carriker, 1944a:204 ",,
verrucosa inconspicua,meserythra,,,,,,verrucosa inconspicua,"Carriker, 1944a:206 ",,
verrucosa nigriceps,meserythra,,,,,,verrucosa nigriceps,"Carriker, 1944a:206 ",,
verrucosa tinami,cinnamomea,,,,,,verrucosa tinami,"Carriker, 1944a:204 ",,
yapurae,yapurae,"Carriker, 1944a:204",,,,,,,,
acutifrons,acutifrons,"Rudow, 1869b:21",Nirmus,,,,,,,
acutofasciatus,acutofasciatus,"Piaget, 1880:172",Nirmus,,,,,,,
afer,afer,"Kellogg, 1910a:47",Lipeurus,,,,,,,
anhingae,anhingae,"Peters, 1935b:148",Degeeriella,,,,,,,
annulatus,annulatus,"Piaget, 1880:340",Lipeurus,,,,,,,
